Case Number,Business Address,Parcel Number,Business Name,Owner Name,License Issued Date,License Type,License Description,Business Description,Location
BUS1998-00212,13001 W EIGHT MILE,22018568-9,YEMEN FUEL MART INC,YEMEN FUEL MART INC,08/03/2017,New Owner,Gas Station (Self Service),Corporation,"location
(42.44495, -83.1751)"
BUS1998-00267,16342 W MCNICHOLS,,"JOAB, INC.","JOAB, INC.",08/18/2016,Renewal,Cigarette - Retail,Corporation,"location
(42.41583, -83.20843)"
BUS1998-00267,16342 W MCNICHOLS,,"JOAB, INC.","JOAB, INC.",08/31/2015,Renewal,Cigarette - Retail,Corporation,"location
(42.41583, -83.20843)"
BUS1998-00267,16342 W MCNICHOLS,,"JOAB, INC.","JOAB, INC.",10/04/2017,Renewal,Cigarette - Retail,Corporation,"location
(42.41583, -83.20843)"
BUS1998-00267,16342 W MCNICHOLS,,"JOAB, INC.","JOAB, INC.",09/11/2018,Renewal,Cigarette - Retail,Corporation,"location
(42.41583, -83.20843)"
BUS1998-00314,21320 W SEVEN MILE,22016841-7,QUICK PAC FOOD STORE,RAZZOOKS SONS INC,11/06/2018,Renewal,Cigarette - Retail,Sole Proprietor,"location
(42.42963, -83.25271)"
BUS1998-00314,21320 W SEVEN MILE,22016841-7,QUICK PAC FOOD STORE,RAZZOOKS SONS INC,11/06/2018,Renewal,Restaurant - Carry Out (No Seats),Sole Proprietor,"location
(42.42963, -83.25271)"
BUS1998-00314,21320 W SEVEN MILE,22016841-7,QUICK PAC FOOD STORE,RAZZOOKS SONS INC,08/11/2016,Renewal,Cigarette - Retail,Sole Proprietor,"location
(42.42963, -83.25271)"
BUS1998-00314,21320 W SEVEN MILE,22016841-7,QUICK PAC FOOD STORE,RAZZOOKS SONS INC,08/11/2016,Renewal,Restaurant - Carry Out (No Seats),Sole Proprietor,"location
(42.42963, -83.25271)"
BUS1998-00314,21320 W SEVEN MILE,22016841-7,QUICK PAC FOOD STORE,RAZZOOKS SONS INC,04/24/2015,Renewal,Cigarette - Retail,Sole Proprietor,"location
(42.42963, -83.25271)"
BUS1998-00314,21320 W SEVEN MILE,22016841-7,QUICK PAC FOOD STORE,RAZZOOKS SONS INC,04/24/2015,Renewal,Restaurant - Carry Out (No Seats),Sole Proprietor,"location
(42.42963, -83.25271)"
BUS1998-00314,21320 W SEVEN MILE,22016841-7,QUICK PAC FOOD STORE,RAZZOOKS SONS INC,08/06/2015,Renewal,Cigarette - Retail,Sole Proprietor,"location
(42.42963, -83.25271)"
BUS1998-00214,16227 LIVERNOIS,16017808-9,BOSCO FISH AND SEAFOOD,"BOSCO FISH & POULTRY, INC.",09/20/2016,Renewal,Restaurant - Carry Out (No Seats),Corporation,"location
(42.41172, -83.14095)"
BUS1998-00306,19137 W SEVEN MILE,22016442-6,QARANA INC.,"QARANA, INC.",08/16/2017,Renewal,Cigarette - Retail,Corporation,"location
(42.42953, -83.23058)"
BUS1998-00306,19137 W SEVEN MILE,22016442-6,QARANA INC.,"QARANA, INC.",08/11/2016,Renewal,Cigarette - Retail,Corporation,"location
(42.42953, -83.23058)"
BUS1998-00306,19137 W SEVEN MILE,22016442-6,QARANA INC.,"QARANA, INC.",08/07/2015,Renewal,Cigarette - Retail,Corporation,"location
(42.42953, -83.23058)"
BUS1998-00306,19137 W SEVEN MILE,22016442-6,QARANA INC.,"QARANA, INC.",09/11/2018,Renewal,Cigarette - Retail,Corporation,"location
(42.42953, -83.23058)"
BUS1998-00534,P.O. BOX 609159,,BUCKEYE METAL COMPANY,BUCKEYE METAL COMPANY,02/16/2017,Renewal,Motor Truck Permit(s),Other,
BUS1998-00534,P.O. BOX 609159,,BUCKEYE METAL COMPANY,BUCKEYE METAL COMPANY,02/18/2016,Renewal,Motor Truck Permit(s),Other,
BUS1998-00534,P.O. BOX 609159,,BUCKEYE METAL COMPANY,BUCKEYE METAL COMPANY,03/19/2018,Renewal,Motor Truck Permit(s),Other,
BUS1998-00423,18700 VAN DYKE,17009823.,AAA WING'S CHOP SUEY,DANIEL LIU,04/18/2016,New Owner,Restaurant - Standard (1-30 seats),Sole Proprietor,"location
(42.43114, -83.02389)"
BUS1998-00423,18700 VAN DYKE,17009823.,AAA WING'S CHOP SUEY,DANIEL LIU,04/18/2018,New Owner,Restaurant - Standard (1-30 seats),Sole Proprietor,"location
(42.43114, -83.02389)"
BUS1998-00423,18700 VAN DYKE,17009823.,AAA WING'S CHOP SUEY,DANIEL LIU,05/01/2015,New Owner,Restaurant - Standard (1-30 seats),Sole Proprietor,"location
(42.43114, -83.02389)"
BUS1998-00481,20325 W EIGHT MILE,,"8 MILE SUB, INC.","8 MILE SUB, INC.",05/25/2017,Renewal,Restaurant - Carry Out (No Seats),Corporation,"location
(42.44344, -83.24356)"
BUS1998-00481,20325 W EIGHT MILE,,"8 MILE SUB, INC.","8 MILE SUB, INC.",10/31/2016,Renewal,Restaurant - Carry Out (No Seats),Corporation,"location
(42.44344, -83.24356)"
BUS1998-00481,20325 W EIGHT MILE,,"8 MILE SUB, INC.","8 MILE SUB, INC.",04/19/2017,Renewal,Restaurant - Carry Out (No Seats),Corporation,"location
(42.44344, -83.24356)"
BUS1998-00481,20325 W EIGHT MILE,,"8 MILE SUB, INC.","8 MILE SUB, INC.",10/06/2016,Renewal,Restaurant - Carry Out (No Seats),Corporation,"location
(42.44344, -83.24356)"
BUS1998-00419,14320 KERCHEVAL,21000638.,ST. JOHN COMMUNITY CENTER INC,"ST. JOHN COMMUNITY CENTER, INC",09/06/2017,Renewal,Shelter - (1-50 Clients),Corporation,"location
(42.37823, -82.94855)"
BUS1998-00541,12210 E EIGHT MILE,21028412.004,CELEBRITY MANAGEMENT COMPANY,CELEBRITY MANAGEMENT COMPANY,04/25/2016,New Owner,Restaurant W/Class C (MLCC) Lic.(101-150 seats),Corporation,"location
(42.44869, -83.00121)"
BUS1998-00541,12210 E EIGHT MILE,21028412.004,CELEBRITY MANAGEMENT COMPANY,CELEBRITY MANAGEMENT COMPANY,04/25/2016,New Owner,Sexually - Oriented Business,Corporation,"location
(42.44869, -83.00121)"
BUS1998-00541,12210 E EIGHT MILE,21028412.004,CELEBRITY MANAGEMENT COMPANY,CELEBRITY MANAGEMENT COMPANY,06/03/2015,New Owner,Restaurant W/Class C (MLCC) Lic.(101-150 seats),Corporation,"location
(42.44869, -83.00121)"
BUS1998-00541,12210 E EIGHT MILE,21028412.004,CELEBRITY MANAGEMENT COMPANY,CELEBRITY MANAGEMENT COMPANY,06/03/2015,New Owner,Sexually - Oriented Business,Corporation,"location
(42.44869, -83.00121)"
BUS1998-00541,12210 E EIGHT MILE,21028412.004,CELEBRITY MANAGEMENT COMPANY,CELEBRITY MANAGEMENT COMPANY,05/24/2018,New Owner,Restaurant W/Class C (MLCC) Lic.(101-150 seats),Corporation,"location
(42.44869, -83.00121)"
BUS1998-00531,20765 PARKER,,"VILLANOVA CONSTRUCTION CO., INC.","VILLANOVA CONSTRUCTION CO., INC.",06/21/2017,Renewal,Motor Truck Permit(s),Corporation,"location
(42.2957, -83.26146)"
BUS1998-00531,20765 PARKER,,"VILLANOVA CONSTRUCTION CO., INC.","VILLANOVA CONSTRUCTION CO., INC.",06/16/2017,Renewal,Motor Truck Permit(s),Corporation,"location
(42.2957, -83.26146)"
BUS1998-00531,20765 PARKER,,"VILLANOVA CONSTRUCTION CO., INC.","VILLANOVA CONSTRUCTION CO., INC.",01/06/2016,Renewal,Motor Truck Permit(s),Corporation,"location
(42.2957, -83.26146)"
BUS1998-00531,20765 PARKER,,"VILLANOVA CONSTRUCTION CO., INC.","VILLANOVA CONSTRUCTION CO., INC.",06/18/2015,Renewal,Motor Truck Permit(s),Corporation,"location
(42.2957, -83.26146)"
BUS1998-00494,16801 MACK,,"BOB MAXEY LINCOLN MERCURY, INC","BOB MAXEY LINCOLN MERCURY, INC.",06/07/2017,Renewal,Used Auto Dealer,Corporation,"location
(42.39362, -82.92572)"
BUS1998-00494,16801 MACK,,"BOB MAXEY LINCOLN MERCURY, INC","BOB MAXEY LINCOLN MERCURY, INC.",10/17/2017,Renewal,Used Auto Dealer,Corporation,"location
(42.39362, -82.92572)"
BUS1998-00494,16801 MACK,,"BOB MAXEY LINCOLN MERCURY, INC","BOB MAXEY LINCOLN MERCURY, INC.",11/23/2015,Renewal,Used Auto Dealer,Corporation,"location
(42.39362, -82.92572)"
BUS1998-00382,13535 PURITAN,22011996.,SUNKISS MARKET,"SABAH, LLC",09/06/2017,New Owner,Cigarette - Retail,Corporation,"location
(42.4091, -83.17909)"
BUS1998-00382,13535 PURITAN,22011996.,SUNKISS MARKET,"SABAH, LLC",09/06/2017,New Owner,Restaurant - Carry Out (No Seats),Corporation,"location
(42.4091, -83.17909)"
BUS1998-00382,13535 PURITAN,22011996.,SUNKISS MARKET,"SABAH, LLC",09/10/2015,New Owner,Cigarette - Retail,Corporation,"location
(42.4091, -83.17909)"
BUS1998-00382,13535 PURITAN,22011996.,SUNKISS MARKET,"SABAH, LLC",09/10/2015,New Owner,Restaurant - Carry Out (No Seats),Corporation,"location
(42.4091, -83.17909)"
BUS1998-00314,21320 W SEVEN MILE,22016841-7,QUICK PAC FOOD STORE,RAZZOOKS SONS INC,08/11/2016,Renewal,Cigarette - Retail,Sole Proprietor,"location
(42.42963, -83.25271)"
BUS1998-00314,21320 W SEVEN MILE,22016841-7,QUICK PAC FOOD STORE,RAZZOOKS SONS INC,08/11/2016,Renewal,Restaurant - Carry Out (No Seats),Sole Proprietor,"location
(42.42963, -83.25271)"
BUS1998-00504,22380 MOROSS,21079866-74,WALGREENS #04501,WALGREEN CO.,08/29/2017,Renewal,Cigarette - Retail,Corporation,"location
(42.41732, -82.91247)"
BUS1998-00752,2607 BOND STREET,,"UNIVERSAL TUBE, INC.","UNIVERSAL TUBE, INC.",01/20/2017,Renewal,Motor Truck Permit(s),Corporation,
BUS1998-00752,2607 BOND STREET,,"UNIVERSAL TUBE, INC.","UNIVERSAL TUBE, INC.",03/13/2018,Renewal,Motor Truck Permit(s),Corporation,
BUS1998-00752,2607 BOND STREET,,"UNIVERSAL TUBE, INC.","UNIVERSAL TUBE, INC.",01/15/2016,Renewal,Motor Truck Permit(s),Corporation,
BUS1998-00755,3273 HUBBARD P.O. BOX 10185,,UNITED MEAT & DELI INC.,UNITED MEAT & DELI INC.,01/25/2016,Renewal,Motor Truck Permit(s)-Duplicate(s) N/C,Corporation,
BUS1998-00755,3273 HUBBARD P.O. BOX 10185,,UNITED MEAT & DELI INC.,UNITED MEAT & DELI INC.,01/25/2016,Renewal,Motor Truck Permit(s),Corporation,
BUS1998-00755,3273 HUBBARD P.O. BOX 10185,,UNITED MEAT & DELI INC.,UNITED MEAT & DELI INC.,01/20/2017,Renewal,Motor Truck Permit(s)-Duplicate(s) N/C,Corporation,
BUS1998-00755,3273 HUBBARD P.O. BOX 10185,,UNITED MEAT & DELI INC.,UNITED MEAT & DELI INC.,01/20/2017,Renewal,Motor Truck Permit(s),Corporation,
BUS1998-00783,1244 GRAND OAKS DRIVE,,"PRECISION STAMPING COMPANY, INC.","PRECISION STAMPING COMPANY, INC.",02/06/2015,Renewal,Motor Truck Permit(s),Other,
BUS1998-00783,1244 GRAND OAKS DRIVE,,"PRECISION STAMPING COMPANY, INC.","PRECISION STAMPING COMPANY, INC.",01/20/2017,Renewal,Motor Truck Permit(s),Other,
BUS1998-00783,1244 GRAND OAKS DRIVE,,"PRECISION STAMPING COMPANY, INC.","PRECISION STAMPING COMPANY, INC.",03/13/2018,Renewal,Motor Truck Permit(s),Other,
BUS1998-00783,1244 GRAND OAKS DRIVE,,"PRECISION STAMPING COMPANY, INC.","PRECISION STAMPING COMPANY, INC.",02/25/2016,Renewal,Motor Truck Permit(s),Other,
BUS1998-00786,3737 HUMBOLDT,10008554-75,THE SALVATION ARMY EVANGELINE,THE SALVATION ARMY INC.,06/09/2017,Renewal,Shelter - (101-200 Clients),Corporation,"location
(42.33914, -83.08882)"
BUS1998-00786,3737 HUMBOLDT,10008554-75,THE SALVATION ARMY EVANGELINE,THE SALVATION ARMY INC.,09/01/2017,Renewal,Shelter - (101-200 Clients),Corporation,"location
(42.33914, -83.08882)"
BUS1998-00750,1755 VAN DYKE,17010297.,CHECKER CAB #1065,GENESIS TRANSPORTATION SERVICE LLC.,06/06/2016,Renewal,Taxicab Plate(s),Corporation,"location
(42.35699, -82.99921)"
BUS1998-00750,1755 VAN DYKE,17010297.,CHECKER CAB #1065,GENESIS TRANSPORTATION SERVICE LLC.,05/26/2015,Renewal,Taxicab Plate(s),Corporation,"location
(42.35699, -82.99921)"
BUS1998-00541,12210 E EIGHT MILE,21028412.004,CELEBRITY MANAGEMENT COMPANY,CELEBRITY MANAGEMENT COMPANY,05/24/2018,New Owner,Sexually - Oriented Business,Corporation,"location
(42.44869, -83.00121)"
BUS1998-00541,12210 E EIGHT MILE,21028412.004,CELEBRITY MANAGEMENT COMPANY,CELEBRITY MANAGEMENT COMPANY,05/08/2015,New Owner,Restaurant W/Class C (MLCC) Lic.(101-150 seats),Corporation,"location
(42.44869, -83.00121)"
BUS1998-00774,32450 INDUSTRIAL,,TENNANT COMPANY,TENNANT COMPANY,01/10/2017,Renewal,Motor Truck Permit(s),Other,"location
(42.30261, -83.14843)"
BUS1998-00774,32450 INDUSTRIAL,,TENNANT COMPANY,TENNANT COMPANY,03/07/2018,Renewal,Motor Truck Permit(s),Other,"location
(42.30261, -83.14843)"
BUS1998-00774,32450 INDUSTRIAL,,TENNANT COMPANY,TENNANT COMPANY,12/21/2015,Renewal,Motor Truck Permit(s),Other,"location
(42.30261, -83.14843)"
BUS1998-00714,1407 RANDOLPH,01003949.,ENTERTAINMENT MANAGEMENT LLC,LOTUS INDUSTRIES LLC,07/19/2017,New Owner,Coin-Op Mech Music Dev (Distrib Tag Req),Corporation,"location
(42.33538, -83.04563)"
BUS1998-00714,1407 RANDOLPH,01003949.,ENTERTAINMENT MANAGEMENT LLC,LOTUS INDUSTRIES LLC,07/19/2017,New Owner,Loc. Permit(Coin-op games) w/Class C,Corporation,"location
(42.33538, -83.04563)"
BUS1998-00714,1407 RANDOLPH,01003949.,ENTERTAINMENT MANAGEMENT LLC,LOTUS INDUSTRIES LLC,07/19/2017,New Owner,Restaurant W/Class C (MLCC) Lic.( 51-100 seats),Corporation,"location
(42.33538, -83.04563)"
BUS1998-00806,12520 MORANG,21076623-32,MORANG AUTO SALES LLC,MORANG AUTO SALES LLC,11/15/2018,New Owner,Used Auto Dealer,Corporation,"location
(42.42916, -82.95638)"
BUS1998-00806,12520 MORANG,21076623-32,MORANG AUTO SALES LLC,MORANG AUTO SALES LLC,11/02/2018,New Owner,Used Auto Dealer,Corporation,"location
(42.42916, -82.95638)"
BUS1998-00806,12520 MORANG,21076623-32,MORANG AUTO SALES LLC,MORANG AUTO SALES LLC,08/17/2015,New Owner,Used Auto Dealer,Corporation,"location
(42.42916, -82.95638)"
BUS1998-00877,8101 MONTLIEU,17003122.,EUGENE ROBINSON,EUGENE ROBINSON,04/07/2015,Renewal,Junk Truck/Wagon/Cart-Plate,Other,"location
(42.4103, -83.02161)"
BUS1998-00725,17938 E WARREN,21002160-3,ASPHALT CONTROL CORP.,ASPHALT CONTROL CORP.,03/13/2018,Renewal,Motor Truck Permit(s),Corporation,"location
(42.40941, -82.91959)"
BUS1998-00725,17938 E WARREN,21002160-3,ASPHALT CONTROL CORP.,ASPHALT CONTROL CORP.,01/12/2017,Renewal,Motor Truck Permit(s),Corporation,"location
(42.40941, -82.91959)"
BUS1998-00725,17938 E WARREN,21002160-3,ASPHALT CONTROL CORP.,ASPHALT CONTROL CORP.,02/25/2016,Renewal,Motor Truck Permit(s),Corporation,"location
(42.40941, -82.91959)"
BUS1998-00566,43252 WOODWARD,,SULLIVAN CORPORATION,SULLIVAN CORPORATION,02/25/2016,Renewal,Motor Truck Permit(s),Other,"location
(42.25014, -83.14616)"
BUS1998-00566,43252 WOODWARD,,SULLIVAN CORPORATION,SULLIVAN CORPORATION,04/11/2018,Renewal,Motor Truck Permit(s),Other,"location
(42.25014, -83.14616)"
BUS1998-00566,43252 WOODWARD,,SULLIVAN CORPORATION,SULLIVAN CORPORATION,01/28/2015,Renewal,Motor Truck Permit(s),Other,"location
(42.25014, -83.14616)"
BUS1998-00737,2630 W LAFAYETTE,10008021.,FREEDOM HOUSE,FREEDOM HOUSE,09/18/2017,Renewal,Shelter - (1-50 Clients),Corporation,"location
(42.32041, -83.0759)"
BUS1998-00737,2630 W LAFAYETTE,10008021.,FREEDOM HOUSE,FREEDOM HOUSE,11/15/2016,Renewal,Shelter - (1-50 Clients),Corporation,"location
(42.32041, -83.0759)"
BUS1998-00737,2630 W LAFAYETTE,10008021.,FREEDOM HOUSE,FREEDOM HOUSE,04/04/2016,Renewal,Shelter - (1-50 Clients),Corporation,"location
(42.32041, -83.0759)"
BUS1998-01173,3274 W DAVISON,12004495.,P K PARTY STORE,"PK PARTY SHOP, INC.",08/07/2015,NLNL,Fee for dishonored check,Sole Proprietor,"location
(42.39081, -83.12912)"
BUS1998-01138,16861 WYOMING,16038284-90,"H & L MULTI-PURPOSE, INC.","H & L MULTI-PURPOSE, INC.",04/24/2015,Renewal,Hall - Rental,Corporation,"location
(42.41562, -83.16053)"
BUS1998-01138,16861 WYOMING,16038284-90,"H & L MULTI-PURPOSE, INC.","H & L MULTI-PURPOSE, INC.",06/07/2016,Renewal,Hall - Rental,Corporation,"location
(42.41562, -83.16053)"
BUS1998-01138,16861 WYOMING,16038284-90,"H & L MULTI-PURPOSE, INC.","H & L MULTI-PURPOSE, INC.",04/18/2018,Renewal,Hall - Rental,Corporation,"location
(42.41562, -83.16053)"
BUS1998-01138,16861 WYOMING,16038284-90,"H & L MULTI-PURPOSE, INC.","H & L MULTI-PURPOSE, INC.",05/01/2017,Renewal,Hall - Rental,Corporation,"location
(42.41562, -83.16053)"
BUS1998-01154,15098 E SEVEN MILE,21020680-3,"KONEY TIME RESTAURANT, INC.","KONEY TIME RESTAURANT, INC.",04/12/2017,Renewal,Restaurant - Standard (31-50 seats),Corporation,"location
(42.43524, -82.96594)"
BUS1998-01154,15098 E SEVEN MILE,21020680-3,"KONEY TIME RESTAURANT, INC.","KONEY TIME RESTAURANT, INC.",12/22/2016,Renewal,Restaurant - Standard (31-50 seats),Corporation,"location
(42.43524, -82.96594)"
BUS1998-01154,15098 E SEVEN MILE,21020680-3,"KONEY TIME RESTAURANT, INC.","KONEY TIME RESTAURANT, INC.",03/12/2015,Renewal,Restaurant - Standard (31-50 seats),Corporation,"location
(42.43524, -82.96594)"
BUS1998-01154,15098 E SEVEN MILE,21020680-3,"KONEY TIME RESTAURANT, INC.","KONEY TIME RESTAURANT, INC.",10/11/2018,Renewal,Restaurant - Standard (31-50 seats),Corporation,"location
(42.43524, -82.96594)"
BUS1998-00930,"9721 DEQUINDRE RD, APT #F2",,"FRANGRANCES, OILS AND INCENSES",CESAR PIEDRA-DEBSKA,05/29/2018,Renewal,Vendor - Foot (Button),Other,"location
(42.47007, -83.08448)"
BUS1998-00930,"9721 DEQUINDRE RD, APT #F2",,"FRANGRANCES, OILS AND INCENSES",CESAR PIEDRA-DEBSKA,05/09/2016,Renewal,Vendor - Foot (Button),Other,"location
(42.47007, -83.08448)"
BUS1998-00930,"9721 DEQUINDRE RD, APT #F2",,"FRANGRANCES, OILS AND INCENSES",CESAR PIEDRA-DEBSKA,05/30/2017,Renewal,Vendor - Foot (Button),Other,"location
(42.47007, -83.08448)"
BUS1998-01045,14521 LESLIE ST,,CITY CAB #191,HEINTZ CAB CO.,08/01/2016,Renewal,Taxicab (Transfer of Ownership),Corporation,"location
(42.46817, -83.19409)"
BUS1998-01045,14521 LESLIE ST,,CITY CAB #191,HEINTZ CAB CO.,08/01/2016,Renewal,Taxicab Plate(s),Corporation,"location
(42.46817, -83.19409)"
BUS1998-01045,14521 LESLIE ST,,CITY CAB #191,HEINTZ CAB CO.,07/08/2015,Renewal,Taxicab (Transfer of Ownership),Corporation,"location
(42.46817, -83.19409)"
BUS1998-01045,14521 LESLIE ST,,CITY CAB #191,HEINTZ CAB CO.,07/08/2015,Renewal,Taxicab Plate(s),Corporation,"location
(42.46817, -83.19409)"
BUS1998-01021,441 W FORT,,SUPREME PARKING,AFTAB SHEIKH,02/21/2017,Renewal,Parking Lot-Plate (201-300 cars),Sole Proprietor,"location
(42.329, -83.05123)"
BUS1998-01021,441 W FORT,,SUPREME PARKING,AFTAB SHEIKH,02/06/2015,Renewal,Parking Lot-Plate (201-300 cars),Sole Proprietor,"location
(42.329, -83.05123)"
BUS1998-01021,441 W FORT,,SUPREME PARKING,AFTAB SHEIKH,01/27/2016,Renewal,Parking Lot-Plate (201-300 cars),Sole Proprietor,"location
(42.329, -83.05123)"
BUS1998-01021,441 W FORT,,SUPREME PARKING,AFTAB SHEIKH,03/14/2018,Renewal,Parking Lot-Plate (201-300 cars),Sole Proprietor,"location
(42.329, -83.05123)"
BUS1998-01155,14651 W SEVEN MILE,22016066-78,"7 MILE DRY CLEANING & COIN LAUNDRY, INC.","HUR'S CLEANING AND LAUNDRY, INC.",06/22/2017,Renewal,Dry Cleaner/Laundering Plant,Corporation,"location
(42.43044, -83.19076)"
BUS1998-01155,14651 W SEVEN MILE,22016066-78,"7 MILE DRY CLEANING & COIN LAUNDRY, INC.","HUR'S CLEANING AND LAUNDRY, INC.",06/22/2017,Renewal,Vending Machines - Package Food Tag(s),Corporation,"location
(42.43044, -83.19076)"
BUS1998-01056,4810 DEVONSHIRE,21070432.,NE CORNER OF WARREN AND WAYBURN,ANDREA WEST,08/06/2015,New Owner,Vendor - Street (Non-Edible Items) Plate,Other,"location
(42.40027, -82.94069)"
BUS1998-01056,4810 DEVONSHIRE,21070432.,NE CORNER OF WARREN AND WAYBURN,ANDREA WEST,08/06/2015,New Owner,Vendor - Stationary (Non-Edible Items) Plate,Other,"location
(42.40027, -82.94069)"
BUS1998-01056,4810 DEVONSHIRE,21070432.,NE CORNER OF WARREN AND WAYBURN,ANDREA WEST,05/31/2016,New Owner,Vendor - Street (Non-Edible Items) Plate,Other,"location
(42.40027, -82.94069)"
BUS1998-01056,4810 DEVONSHIRE,21070432.,NE CORNER OF WARREN AND WAYBURN,ANDREA WEST,05/31/2016,New Owner,Vendor - Stationary (Non-Edible Items) Plate,Other,"location
(42.40027, -82.94069)"
BUS1998-01171,241 MADISON,01000275.,DETROIT ATHLETIC CLUB,DETROIT ATHLETIC CLUB,04/24/2018,Renewal,Parking Lot-Plate (301 cars & up),Corporation,"location
(42.3376, -83.04734)"
BUS1998-00877,8101 MONTLIEU,17003122.,EUGENE ROBINSON,EUGENE ROBINSON,04/07/2015,Renewal,Junk Collector Button,Other,"location
(42.4103, -83.02161)"
BUS1998-00877,8101 MONTLIEU,17003122.,EUGENE ROBINSON,EUGENE ROBINSON,04/12/2016,Renewal,Junk Truck/Wagon/Cart-Plate,Other,"location
(42.4103, -83.02161)"
BUS1998-00877,8101 MONTLIEU,17003122.,EUGENE ROBINSON,EUGENE ROBINSON,04/12/2016,Renewal,Junk Collector Button,Other,"location
(42.4103, -83.02161)"
BUS1998-01157,5401 WOODWARD,02001774-5,DETROIT HISTORICAL MUSEUM PARK,DETROIT HISTORICAL DEPARTMENT,02/02/2016,NLNL,Parking Lot-Plate (51-100 cars),Corporation,"location
(42.35977, -83.06722)"
BUS1998-01157,5401 WOODWARD,02001774-5,DETROIT HISTORICAL MUSEUM PARK,DETROIT HISTORICAL DEPARTMENT,03/05/2015,NLNL,Parking Lot-Plate (51-100 cars),Corporation,"location
(42.35977, -83.06722)"
BUS1998-01317,4707 ST ANTOI NE,03001317-24,HUTZEL HOSPITAL - PARKING LOT,"VHS HARPER-HUTZEL  HOSPITAL, INC.",02/15/2016,Renewal,Parking Lot-Plate (101-200 cars),Corporation,"location
(42.35746, -83.05792)"
BUS1998-01258,10033 W EIGHT MILE,16009444.,FRESH FISH HOUSE AND SEAFOOD,RAAD ALMASS,10/29/2018,Renewal,Restaurant - Carry Out (No Seats),Sole Proprietor,"location
(42.44536, -83.16227)"
BUS1998-01287,3472 E JEFFERSON,,HARBORTOWN MARKET,"HARBORTOWN MARKET, INC.",07/02/2015,Renewal,Restaurant - Carry Out (No Seats),Corporation,"location
(42.34202, -83.01371)"
BUS1998-01287,3472 E JEFFERSON,,HARBORTOWN MARKET,"HARBORTOWN MARKET, INC.",04/05/2016,Renewal,Restaurant - Carry Out (No Seats),Corporation,"location
(42.34202, -83.01371)"
BUS1998-01238,6071 W OUTER DRIVE,22030610.002,GRACE HOSPITAL LOT,"VHS SINAI-GRACE, INC.",03/19/2015,Renewal,Parking Lot-Plate (301 cars & up),Corporation,"location
(42.41832, -83.18413)"
BUS1998-01173,3274 W DAVISON,12004495.,P K PARTY STORE,"PK PARTY SHOP, INC.",08/07/2015,NLNL,Cigarette - Retail,Sole Proprietor,"location
(42.39081, -83.12912)"
BUS1998-01259,2664 E JEFFERSON,,LUCKY DRAGON,DANIEL  D. HARNPHANICH,04/19/2016,Renewal,Restaurant - Standard (31-50 seats),Corporation,"location
(42.33843, -83.02058)"
BUS1998-01259,2664 E JEFFERSON,,LUCKY DRAGON,DANIEL  D. HARNPHANICH,03/25/2015,Renewal,Restaurant - Standard (31-50 seats),Corporation,"location
(42.33843, -83.02058)"
BUS1998-01335,655 BEAUBIEN,,DETROITER BAR,JONMAR INC.,02/22/2016,Renewal,Restaurant W/Class C (MLCC) Lic.( 51-100 seats),Corporation,"location
(42.33302, -83.04154)"
BUS1998-01356,1700 E MCNICHOLS,09006632.002L,L A KONEY ISLAND RESTAURANT,THE KONEY CORPORATION,07/05/2017,Renewal,Restaurant - Standard (31-50 seats),Corporation,"location
(42.41764, -83.08574)"
BUS1998-01356,1700 E MCNICHOLS,09006632.002L,L A KONEY ISLAND RESTAURANT,THE KONEY CORPORATION,08/14/2017,Renewal,Restaurant - Standard (31-50 seats),Corporation,"location
(42.41764, -83.08574)"
BUS1998-01319,3990 JOHN R,01003879-83,HARPER HOSPITAL - CENTER DECK,"VHS HARPER- HUTZEL, INC.",03/20/2015,Renewal,Parking Lot-Plate (301 cars & up),Corporation,"location
(42.35067, -83.05697)"
BUS1998-01319,3990 JOHN R,01003879-83,HARPER HOSPITAL - CENTER DECK,"VHS HARPER- HUTZEL, INC.",02/15/2016,Renewal,Parking Lot-Plate (301 cars & up),Corporation,"location
(42.35067, -83.05697)"
BUS1998-01187,19130 KELLY RD,21056965-9,"PAPA'S RESTAURANT, INC.",PAPAS CONEY ISLAND OF MICHIGAN LLC,08/06/2018,Renewal,Restaurant - Carry Out (1-30 seats),Corporation,"location
(42.43508, -82.95216)"
BUS1998-01187,19130 KELLY RD,21056965-9,"PAPA'S RESTAURANT, INC.",PAPAS CONEY ISLAND OF MICHIGAN LLC,06/08/2015,Renewal,Restaurant - Carry Out (1-30 seats),Corporation,"location
(42.43508, -82.95216)"
